#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     VEGAHST|ACSWF|F850LP      6094.158875797645    All      3.606695186422588         -1.1000293492847035        0.8262187656244566        -1.4962646790934009       
Zeropoint     VEGAHST|ACSWF|F775W       5188.429522361947    All      -2.6078619806302723       2.101097836403376          -0.8315953290914654       1.496752852426097         
Check         All|All|All               All                  All      0.9988332057923156        1.0010684871186726         -0.005376563467008766     0.00048817333269601804    
Lambda        VEGAHST|ACSWF|F850LP      6094.158875797645    All      -2.908566278041197e-05    -0.00022980872868049173    -0.0010222141055118256    -0.000110998826825798     
Lambda        VEGAHST|ACSWF|F775W       5188.429522361947    All      -0.0021920224605653607    0.0002339503623723586      -0.007739010706652155     0.0004448626567186886     
MWEBV         All|All|All               All                  All      -0.34940977078112656      -2.347110893080817         -0.028328664665731244     -0.6519811561429628       
Redshift      All|All|All               All                  All      2.717878360764451         -0.10031463393165296       -5.374035963563377        -1.15779671716752         
