#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                    ds/dP                      dc/dP                     
Zeropoint     AB|MEGACAMPSF|i           5935.2179806613085    All      2.72171532918398          -0.35968674770820996      -0.5003668700495681        -1.026043106869375        
Zeropoint     AB|MEGACAMPSF|r           4856.061131123415     All      -1.4591229730217117       1.1976210257397923        0.9157924846819465         0.9062565371866224        
Zeropoint     AB|MEGACAMPSF|g           3812.2895084815923    All      -0.2785019987644428       0.1654189734946243        -0.4312585080464956        0.12535457871553657       
Check         All|All|All               All                   All      0.9840903573978258        1.0033532515262067        -0.015832893414117255      0.005568009032783983      
Lambda        AB|MEGACAMPSF|i           5935.2179806613085    All      -0.0004547070146626541    0.00011649912163910315    -0.0004360651493313847     0.00016660104587731518    
Lambda        AB|MEGACAMPSF|r           4856.061131123415     All      -0.0003094532541196967    5.010502611018725e-05     -0.00019998436929839392    0.0001081955770801316     
Lambda        AB|MEGACAMPSF|g           3812.2895084815923    All      -0.0005256831539165959    0.00031106425694898504    -0.0008251782898704246     0.00023573224272095534    
MWEBV         All|All|All               All                   All      -0.49060130646931377      -2.942899095905105        0.002924491540191458       -0.7986635615943924       
Redshift      All|All|All               All                   All      4.660386718141994         -1.0346032441372444       9.7189620707893            -1.421332950677884        
