#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|SDSS|SDSS_r            5118.803753297091    All      0.8612272838440893         0.40545823947333304        0.14891302669279471        -0.1418136676592324       
Zeropoint     AB|SDSS|SDSS_z            7380.133741301321    All      0.10242587568313921        0.0027774278114733875      0.07962572551325292        -0.028905447386433282     
Zeropoint     AB|SDSS|SDSS_g            3917.348751847522    All      -1.0783754181485605        0.5595800916065485         -0.22427451492917022       0.5235276551172029        
Zeropoint     AB|SDSS|SDSS_i            6207.444226651354    All      1.1129976721966328         0.03093516348258163        -0.0017434806595594686     -0.3525411614216323       
Check         All|All|All               All                  All      0.9982754135753009         0.9987509223739366         0.0025207566173179453      0.000267378649904948      
Lambda        AB|SDSS|SDSS_r            5118.803753297091    All      6.500448753338461e-05      2.3726272273247537e-05     -0.0007888706502030082     -4.864934668988574e-05    
Lambda        AB|SDSS|SDSS_z            7380.133741301321    All      -2.2278956371721264e-05    -1.297235327474588e-07     -1.1083607339277613e-05    6.720123333385268e-06     
Lambda        AB|SDSS|SDSS_g            3917.348751847522    All      -0.0011023474354655658     0.0003757389404739318      -0.001778463786208859      0.0004020966896511023     
Lambda        AB|SDSS|SDSS_i            6207.444226651354    All      -0.000209706740126914      -1.9670738900838095e-05    -0.0001586789637132688     5.481986423366714e-05     
MWEBV         All|All|All               All                  All      -0.5662412580859946        -3.1957995440231812        0.11940815355541494        -0.8512050061563827       
Redshift      All|All|All               All                  All      5.089562382217188          0.4890312458881496         -1.6937475401001811        -1.574128517694711        
