#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|LCOGT|LCOGT_V 5343.823627699322 All 0.23197205205542715 0.34311802427157545 -0.01897998876882634 0.035356910017856374
Zeropoint Linear_AB11_off|LCOGT|LCOGT_g 4591.258795140731 All -0.797363232011249 0.515154960048414 0.3496334932216353 0.4431328927136896
Zeropoint Linear_AB11_off|LCOGT|LCOGT_i 7344.30811625031 All 0.5226020704597977 -0.09472530626302333 0.09524553090954202 -0.19683346546847352
Zeropoint Linear_AB11_off|LCOGT|LCOGT_r 6052.28729727695 All 0.9476627901188852 0.5752495276311897 -1.4650905240062353 -0.1866875127936644
Zeropoint Linear_AB11_off|LCOGT|LCOGT_B 4264.195347664463 All -0.25728576329735225 0.10528006582226368 0.020407961832677235 0.11901033221195204
Check All|All|All All All 0.6475879173255088 1.4440772715104195 -1.018783526811207 0.21397915668136006
