#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K2_V
@MAGSYS  Linear_AB11_off
51227.25  14.975  0.105
51228.37  14.928  0.053
51229.26  14.95  0.011
51232.23  14.935  0.011
51233.23  14.92  0.01
51242.22  15.104  0.01
51244.21  15.226  0.01
51245.18  15.262  0.01
51247.22  15.404  0.01
51249.21  15.529  0.012
51251.17  15.59  0.075
51253.23  15.723  0.011
51259.21  16.0  0.012
51273.17  16.737  0.014
51278.18  16.924  0.015
51286.17  17.187  0.028
51293.18  17.35  0.036
51304.19  17.576  0.023
