#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    5532.223925594302    All      -1.9834286595206585       2.3430710041044023        -0.5407847472294336       1.385150538519423         
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    6624.843620906986    All      2.980623046978738         -1.3370952957217241       0.5457489160007767        -1.3820686453447413       
Check         All|All|All                            All                  All      0.9971943874580794        1.0059757083826781        0.0049641687713430915     0.0030818931746816602     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    5532.223925594302    All      -0.0002447918762999295    7.175140700611163e-05     -0.0011073886671182738    5.369089117616861e-05     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    6624.843620906986    All      -0.0009240796770078089    0.00032003201155291194    -0.0006953282692242883    0.00037421879989478615    
MWEBV         All|All|All                            All                  All      -0.5637047128926485       -3.248445848688064        0.00039708906995339355    -0.8744907930269812       
Redshift      All|All|All                            All                  All      6.785402022755247         -0.5888911954858855       5.009567226786679         -2.1784959310004424       
