#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3432.0282427205893    All      -0.263740434037926         0.10763487282048345        0.03376203556411106        0.12247579991227775        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    5980.468308363658     All      0.0578450028144377         -0.002155530091130231      -0.03459703141029946       -0.02108805413966741       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7286.141182852181     All      0.17539224062305897        -0.021225518232625973      0.19146695356987986        -0.05550058182951512       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4199.616846081183     All      -0.5405772509786348        0.33474127365318296        -0.16746799925977385       0.2776467129424198         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5130.169903898588     All      0.3226477127423649         0.3637840399504988         -0.21122920352136254       0.003973265904139156       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7260.783368684416     All      0.5662438284704683         -0.10613774784316021       0.4424133456949586         -0.19927392441479452       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4587.687991904846     All      -0.350704475197323         0.32124202021828197        -0.05261710801224284       0.21652702007098623        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              5938.5472756505815    All      1.047522274878734          -0.040197857646084856      -0.12613492570874296       -0.3599350545103963        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5189.962939509796     All      0.032150657291972556       0.006583392852554937       -0.008011338219510167      -0.008685608395925248      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4196.642537609841     All      -0.08511990447421502       0.05120865768315497        -0.06916314844780946       0.04132026411075573        
Check         All|All|All                                All                   All      0.9616596521329374         1.0154776033651558         -0.0015784197507917597     0.017459839650280085       
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3432.0282427205893    All      -0.0005417169324333782     0.00020457532354595842     0.00029081365026219403     0.00025606961761083296     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    5980.468308363658     All      7.119479008433656e-06      -2.1002704165533614e-06    -2.9914108114472404e-05    -4.3381049630846045e-06    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7286.141182852181     All      -3.584539022702723e-05     2.7501059468435897e-06     -7.51054153553485e-05      9.220213117325108e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4199.616846081183     All      -0.00040783493485161093    0.00017304253513933097     -0.0002722298921813994     0.00017706253249579485     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5130.169903898588     All      7.091202671175892e-05      0.00010529079068323696     -0.0009669081482832615     -3.1950375356133156e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7260.783368684416     All      -0.00022427437842636062    1.3353923378453662e-05     -0.0009661065457087306     3.429045766863784e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4587.687991904846     All      -0.00014160939197901406    5.5863099948429264e-05     -0.0003016341547334025     5.0862740302595174e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              5938.5472756505815    All      -3.896713576105097e-06     -8.715016446439243e-06     -0.0005288598590252436     -2.5170066305144146e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5189.962939509796     All      5.557057321921488e-05      5.495265361033361e-06      -2.5668438964117993e-05    -1.7456639738197292e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4196.642537609841     All      -6.327121980699244e-05     2.534345615409536e-05      -5.246284937374012e-05     2.6523539282373098e-05     
MWEBV         All|All|All                                All                   All      -0.9159519874589344        -3.8303037292786613        0.004554248467814048       -0.9490970064428783        
Redshift      All|All|All                                All                   All      7.921548289257076          -1.2619254024377469        13.248658881963248         -2.40013271168269          
