#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4104.003454353383    All      -2.949047924440038        0.586345656679299         -0.29799337497489325      1.138295924673543         
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    4914.548194437468    All      3.9420924108035322        0.41610501875730677       0.2999157492204637        -1.1351462327045674       
Check         All|All|All                            All                  All      0.9930444863634941        1.0024506754366058        0.0019223742455704573     0.003149691968975521      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4104.003454353383    All      -0.0013300626741125114    0.00017307537183021223    -0.0011125317128490861    0.0004399743326652765     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    4914.548194437468    All      -0.000376972511419044     -0.0001178961765384817    -0.0010510836900864298    3.7484647993068866e-05    
MWEBV         All|All|All                            All                  All      -0.04078133877859802      -2.10892496095223         0.015359920022637346      -0.6729769749610849       
Redshift      All|All|All                            All                  All      4.140034413841118         0.5081631346644855        4.612880273467367         -0.9771683002317927       
