#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4104.003454353383    All      -3.1129223318893753       0.5660609365465419        -0.8541502609357154       1.160249082308705         
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    4914.548194437468    All      4.106016860145908         0.43657870025821666       0.8550421230826277        -1.157100126718362        
Check         All|All|All                            All                  All      0.9930945282565324        1.0026396368047585        0.0008918621469122812     0.0031489555903430055     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4104.003454353383    All      -0.001995568194055248     0.0002774314580552842     -0.0012990643294402506    0.0006824194915235238     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    4914.548194437468    All      1.7643021898430003e-05    -7.658770320092605e-05    -0.0009343767574526311    -7.239099051152004e-05    
MWEBV         All|All|All                            All                  All      -0.03225035294456102      -2.1109747214802965       0.014292960964024104      -0.676471085629858        
Redshift      All|All|All                            All                  All      3.7571522116439877        0.06606287999879612       3.856732682276598         -1.0302009622714325       
