#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_i          4954.020546403121     All      0.7342869127438651         0.3847760671691347         0.8345002670749079        -0.07660726677051077       
Zeropoint     AB|DECam|DECam_z          5805.383470704055     All      1.3613020288739723         0.11439537432327285        -0.04467651773123362      -0.40815222719214284       
Zeropoint     AB|DECam|DECam_r          4077.8023651859585    All      -0.8871999905261856        0.43116408374661574        -0.9682384108449272       0.38622651856255585        
Zeropoint     AB|DECam|DECam_g          3068.152321112598     All      -0.22284760358820585       0.0705709956578815         0.1896617339487511        0.10403982306093364        
Check         All|All|All               All                   All      0.9855413475034459         1.0009065208969048         0.011247072447498146      0.005506847660835881       
Lambda        AB|DECam|DECam_i          4954.020546403121     All      -0.00022889150194464915    -0.00010476401922519597    -0.0014764381231235756    -2.5454247605367013e-05    
Lambda        AB|DECam|DECam_z          5805.383470704055     All      -0.0004087815549104587     -2.5136302906821426e-05    7.640084468131902e-05     0.0001283752989332176      
Lambda        AB|DECam|DECam_r          4077.8023651859585    All      -0.0005161184805843053     0.00024133534872356526     -0.0006503311434689425    0.00021770633962626238     
Lambda        AB|DECam|DECam_g          3068.152321112598     All      -0.0006316306883927206     0.0001944024787205572      0.00045412198959672036    0.00028933155690163796     
MWEBV         All|All|All               All                   All      -0.3144107157563716        -2.1399200069984303        0.20418065399227905       -0.5855167888094842        
Redshift      All|All|All               All                   All      3.326860661201783          0.10489830654432097        3.5778588778202294        -0.8898357291192477        
