#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_r
@MAGSYS  Linear_AB11_off
57936.10268  16.067  0.025
57936.10457  16.06  0.025
57940.64093  16.098  0.026
57940.64281  16.061  0.026
57951.575  16.741  0.025
57951.57689  16.738  0.025
57955.55756  16.852  0.029
57955.55944  16.837  0.028
57958.87963  16.812  0.026
57958.88153  16.812  0.025
57964.78176  16.886  0.029
57964.78368  16.905  0.029
57970.18274  17.039  0.043
57970.18463  17.184  0.043
57988.82102  18.006  0.034
57988.82383  18.044  0.037
