#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint AB|PS|PS_z 8454.82062228411 All 0.19616985892279143 -0.05354808409942624 -0.08893597553882926 -0.08531015363877437
Zeropoint AB|PS|PS_r 6073.9378590633905 All 1.3510772289567905 -0.11813204796523635 -0.3146300758970175 -0.49261029228661835
Zeropoint AB|PS|PS_i 7356.8542207501105 All 0.42088588070165833 -0.07174039433417612 1.540059120617492 -0.09173881938476809
Zeropoint AB|PS|PS_g 4782.883897261153 All -0.7468402357947646 1.0469124388805415 1.034316015340574 0.6304410321749071
Check All|All|All All All 1.221292732786476 0.8034919124817028 2.170809084522219 -0.039218233135253744
