#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_V
@MAGSYS  Linear_AB11_off
56503.09867  18.045  0.038
56503.10053  18.054  0.038
56504.32726  18.095  0.037
56504.32881  18.124  0.037
56505.1034  18.097  0.048
56505.10532  17.988  0.045
56505.34848  18.15  0.036
56505.35004  18.137  0.036
56508.29919  18.198  0.035
56508.30091  18.211  0.034
56509.35312  18.336  0.038
56509.35491  18.301  0.039
56509.40183  18.277  0.034
56509.40355  18.281  0.034
56510.32211  18.308  0.036
56510.3239  18.333  0.036
56510.36284  18.242  0.035
56510.36457  18.318  0.036
56510.3875  18.354  0.037
56510.38923  18.231  0.035
56512.33752  18.38  0.039
56512.33926  18.414  0.042
56513.40257  18.457  0.038
56513.40429  18.446  0.039
56515.25328  18.576  0.044
56515.25484  18.558  0.043
56516.30891  18.599  0.05
56516.31048  18.662  0.05
56518.23192  18.768  0.047
56518.23348  18.787  0.045
56519.16802  18.753  0.05
56519.16957  18.758  0.051
56521.40573  18.941  0.056
56521.40728  18.898  0.056
