#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K3_R
@MAGSYS  Linear_AB11_off
52577.49  17.028  0.081
52578.55  16.831  0.02
52579.55  16.62  0.015
52580.52  16.537  0.018
52581.53  16.369  0.027
52582.51  16.325  0.015
52583.52  16.285  0.028
52584.53  16.25  0.014
52589.52  16.283  0.013
52590.56  16.348  0.035
52592.53  16.481  0.015
52594.45  16.669  0.016
52595.54  16.784  0.022
52596.47  16.834  0.022
52597.4  16.872  0.021
52600.44  16.885  0.037
52602.52  16.958  0.022
52606.5  17.123  0.04
52610.5  17.361  0.029
52614.48  17.718  0.043
52627.4  18.136  0.269
52631.46  18.495  0.077
52652.44  19.08  0.124
52659.38  19.387  0.18
52673.3  19.665  0.207
