#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|DECam|DECam_i          5649.009040322983     All      0.46350723860693643        0.13697788787023768        -1.7565180155669542        -0.18474668367080505       
Zeropoint     AB|DECam|DECam_r          4649.8681646185205    All      -0.02605941898090064       0.4350495069138205         0.12778355949705622        0.15590074056867032        
Zeropoint     AB|DECam|DECam_z          6619.807770551026     All      1.0636989962524808         0.11858374940043603        1.435193199429299          -0.24380904838118264       
Zeropoint     AB|DECam|DECam_g          3498.5765675996167    All      -0.5075614713923127        0.30865868921434725        0.19790298233847634        0.27470126032150854        
Check         All|All|All               All                   All      0.9935853444862038         0.9992698333988415         0.004361725697877378       0.0020462688381911454      
Lambda        AB|DECam|DECam_i          5649.009040322983     All      -0.00013835497930453366    -4.161216347212879e-05     0.00024050750687392997     4.224506328147664e-05      
Lambda        AB|DECam|DECam_r          4649.8681646185205    All      -0.00015842342724596057    -0.00011965203069209318    -0.0012399978422181863     -4.2706289195447606e-05    
Lambda        AB|DECam|DECam_z          6619.807770551026     All      -0.0004488542430808623     -5.302121555025847e-05     -0.0007389072670903117     9.596180193460298e-05      
Lambda        AB|DECam|DECam_g          3498.5765675996167    All      -0.0008241650354681991     0.0004620980138834853      -3.0843128308117294e-05    0.000417601804812206       
MWEBV         All|All|All               All                   All      -0.477300663528883         -2.581916514072091         0.05889557515004714        -0.6829143833054241        
Redshift      All|All|All               All                   All      4.532499030852467          -0.27871051021861604       -3.795774331556142         -1.7365572066756596        
