#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint AB|SDSS|SDSS_u 3096.4821378418605 All -0.2053646780988178 0.11213869643908048 0.5154013168185251 0.12642128825473495
Zeropoint AB|SDSS|SDSS_g 4071.711906282035 All -1.097282452873268 0.5660861042871552 -0.6826811392063689 0.5113489384655214
Zeropoint AB|SDSS|SDSS_z 7670.947961995501 All 0.07229482159317584 0.0009591475164398844 0.03750259313079529 -0.02156280743251368
Zeropoint AB|SDSS|SDSS_i 6452.048608977614 All 0.7191364227176045 0.10615098029957792 0.49437112682043305 -0.177608012392061
Zeropoint AB|SDSS|SDSS_r 5320.510250304157 All 1.0890749784304146 0.28024879600321206 0.5352153006855513 -0.23957709649292572
Check All|All|All All All 0.5778590917691091 1.0655837245454656 0.8998091982489359 0.19902231040275595
