#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_B             4258.726718337487     All      -0.10774560389477396       0.03856688306189682        -0.2092537243728667        0.03832075788846516        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4316.18219149305      All      -0.1933951659380662        0.14473317792491613        0.014544800687605148       0.11078859334110236        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5301.600132272557     All      0.088966497707687          0.07133338242271137        0.026373607078217086       -0.00456675280627358       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_I             8095.271279078962     All      0.0626563068826592         -0.015711493320136327      -0.029819910331777617      -0.026857696390309143      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_R             6264.801231766503     All      0.1561651735028122         -0.03184189552714045       -0.23272422967319126       -0.07162550113849507       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_V             5256.592907975762     All      -0.013126243638574685      0.008416647148035139       -0.3546683604198291        -0.0088099917234224        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4329.559689110462     All      -0.23414451494242483       0.16219310430969358        -0.03245719562870866       0.1276517861403861         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7513.14744751877      All      0.15192141387809796        -0.023886286424268377      0.05039720394620424        -0.055017356143888065      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5343.331527275989     All      0.18525230931544995        0.11795245142360855        0.04433473689408443        -0.019943322129430563      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5288.905542640937     All      0.1505116855706548         0.12469688198439854        0.17264128429774567        -0.0007045432043860259     
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4383.634132829888     All      -0.1846784348335157        0.14392913037672983        0.020531285733929573       0.10795451184227814        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6171.011885793326     All      0.3517531133314237         -0.030078402416666705      -0.07277235783721005       -0.12762258266182025       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6267.107378624997     All      0.25565470096241705        -0.023169142475421012      -0.04790885632825426       -0.09296005106019835       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7485.443586062809     All      0.13372751134954156        -0.010537610612981752      0.1335492769513738         -0.041032205544034236      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6122.295399525714     All      0.4267477151488359         0.003623199503000052       0.3124912116197439         -0.12388052757457035       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3538.2206701635937    All      -0.1232458118218617        0.06385919733427059        0.00552492360727405        0.061192809019651094       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7765.088446710925     All      0.098020262280481          -0.014556818040123432      0.038336837401277885       -0.034959261757859725      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4729.6383751060375    All      -0.20954783864100474       0.26684798463358916        0.16193981434955768        0.1624044227493431         
Check         All|All|All                                All                   All      0.9954930762198385         0.9963703913061117         0.001060347975176068       0.00033308884653823756     
Lambda        Linear_AB11_off|LOSS|LOSS_N2_B             4258.726718337487     All      -7.344590728968034e-05     2.346674610635006e-05      -0.00014377947231635177    2.5151422048433298e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4316.18219149305      All      -0.00010833622334726312    3.8799388923413785e-05     -0.0002041145082267839     3.881821649628909e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5301.600132272557     All      2.7614603074253232e-05     1.5237801620157211e-05     -9.030465626820011e-05     -8.061413473237602e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_N2_I             8095.271279078962     All      -1.1458841710181904e-06    -2.4623320364500817e-08    4.013382160818276e-06      5.443303604839719e-07      
