#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Lambda        Linear_AB11_off|LOSS|LOSS_N2_R             6264.801231766503     All      -1.4924527152578313e-05    2.772569443032786e-06      2.0082437252163366e-05     6.660713517640873e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_N2_V             5256.592907975762     All      4.72796273839352e-06       3.165107121982327e-06      -0.000183909619809383      -8.716115156448426e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4329.559689110462     All      -0.00013523221719885308    4.242211712608686e-05      -0.00027128843370523764    4.576150453007244e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7513.14744751877      All      -4.8683455935338266e-05    -2.33507346145807e-06      -0.00010120600661930667    1.0580833735190611e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5343.331527275989     All      1.3077332963745087e-05     -1.81913789521096e-05      -0.0005558759573108502     -3.4991439109915696e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5288.905542640937     All      4.150572211685289e-05      2.4739083992983966e-05     -0.0001308681526725036     -1.130149024104297e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4383.634132829888     All      -8.360694886920762e-05     3.067908689880991e-05      -0.0001543435094525355     3.0339079795772043e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6171.011885793326     All      -7.394965591699337e-05     -4.852299768534861e-06     -0.000107857016853572      1.769411884023425e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6267.107378624997     All      -6.101739570501799e-05     -7.847439715630179e-07     -6.031637908361592e-05     1.6928113289576414e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7485.443586062809     All      -2.6232710968069586e-05    1.5705702988733586e-06     -3.2490453016829896e-05    7.606543714539821e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6122.295399525714     All      -5.550953042096953e-05     -4.924222915483871e-06     -9.266720352089381e-05     1.2341987173655768e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3538.2206701635937    All      -0.00020269744677242852    7.262416509965434e-05      -0.00015552636662584905    8.27408793629777e-05       
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7765.088446710925     All      -1.3254333582970102e-05    2.958773700867904e-06      4.284890860713588e-06      5.472357437053997e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4729.6383751060375    All      -8.732409728468972e-05     -3.714815417460045e-05     -0.0005745363496043442     -9.29496312237977e-06      
MWEBV         All|All|All                                All                   All      -0.9205544871879181        -3.987338863112555         0.038997379008184854       -0.9972122915311126        
Redshift      All|All|All                                All                   All      5.6456843143717315         0.38170368376144737        5.055203683196847          -1.4890611485382135        
