#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K4_R
@MAGSYS  Linear_AB11_off
54938.48  15.622  0.046
54940.44  15.494  0.018
54942.46  15.392  0.036
54946.47  15.299  0.031
54948.37  15.313  0.042
54951.42  15.337  0.029
54957.48  15.447  0.021
54959.35  15.497  0.016
54960.43  15.521  0.025
54962.44  15.564  0.03
54964.41  15.606  0.041
54966.43  15.69  0.03
54968.4  15.71  0.062
54970.39  15.722  0.067
54972.39  15.802  0.017
54974.39  15.843  0.019
54977.4  15.927  0.019
54981.4  16.069  0.022
54989.34  16.389  0.038
54993.36  16.55  0.03
54999.32  16.721  0.049
55009.31  16.996  0.045
55014.34  17.171  0.058
55022.25  17.349  0.055
55027.2  17.484  0.057
55032.2  17.633  0.04
55037.2  17.767  0.037
55042.19  17.888  0.063
55047.19  18.047  0.1
55052.19  18.19  0.126
55057.19  18.278  0.116
55062.17  18.352  0.092
55067.17  18.461  0.131
55072.17  18.679  0.115
55077.16  18.656  0.401
55082.15  19.083  0.187
55087.15  18.515  0.322
