Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 54013.215820048325 0.2138952201603244
Redshift 0.20449 0 F
Color -0.012895723210461734 0.023091001139355867
X0 7.381884086869247e-05 1.8141376756614697e-06
X1 -0.4816219745776451 0.19574006492503365
RestFrameMag_0_UX 20.593539233285554 0.0
RestFrameMag_0_B 20.973181413566692 0.026682550575198527
RestFrameMag_0_V 20.967187201481593 0.0
RestFrameMag_0_R 20.976381107477017 0.0
CovDayMaxDayMax 0.04575116520743364 -1
CovDayMaxRestFrameMag_0_B 0.0008213125555881067 -1
CovDayMaxX1 0.005122963883828589 -1
CovDayMaxColor 0.0003971915297100863 -1
CovRestFrameMag_0_BDayMax 0.0008213125555881067 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.0007119585051980272 -1
CovRestFrameMag_0_BX1 0.002993525599951414 -1
CovRestFrameMag_0_BColor 0.00037960580732859133 -1
CovX1DayMax 0.00512296388382859 -1
CovX1RestFrameMag_0_B 0.002993525599951414 -1
CovX1X1 0.038314173016856384 -1
CovX1Color 0.0011074108913175203 -1
CovColorDayMax 0.00039719152971008626 -1
CovColorRestFrameMag_0_B 0.00037960580732859133 -1
CovColorX1 0.0011074108913175194 -1
CovColorColor 0.0005331943336177339 -1

dmu_estimate 0.06335846397519315
FirstPhase  -14.94206763719648
LastPhase  41.45185344143386
LatestNegPhase  -0.8638494701672503
EarliestPosPhase  4.961366181268539
NightsNegPhase  11
NightsPosPhase  28

salt3source   1
salt2_version   salt3-f22
