#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|SDSS|SDSS_g            3857.6055385240043    All      -1.0296481897512333        0.5401332999074526         0.11806627314041584        0.5165982309703332        
Zeropoint     AB|SDSS|SDSS_r            5040.737233319715     All      0.6684213910858754         0.36166437231113235        -0.7088816235718776        -0.13155498410556687      
Zeropoint     AB|SDSS|SDSS_z            7267.579834975081     All      0.115777218137364          0.01006783118366883        0.14668353885638474        -0.02788721242031611      
Zeropoint     AB|SDSS|SDSS_i            6112.774926540719     All      1.2444384705991047         0.08713499685697457        0.4499119188564382         -0.35689431298332186      
Check         All|All|All               All                   All      0.9989888900711108         0.9990005002592284         0.005780107281361246       0.00026172146112835026    
Lambda        AB|SDSS|SDSS_g            3857.6055385240043    All      -0.0012779434973604338     0.00035130847387001315     -0.0018168905303884099     0.0004496214881326498     
Lambda        AB|SDSS|SDSS_r            5040.737233319715     All      -0.0001502789045409821     -0.00011723175890533606    -0.001980988940084981      -7.763789549055258e-05    
Lambda        AB|SDSS|SDSS_z            7267.579834975081     All      -2.6088839834478865e-05    -1.697245207169647e-06     -2.7527663009135548e-05    6.716711659627898e-06     
Lambda        AB|SDSS|SDSS_i            6112.774926540719     All      -0.00021646906612939528    -4.251951250104236e-05     -0.0004088149459126306     3.8417558970137634e-05    
MWEBV         All|All|All               All                   All      -0.5520490273365515        -3.1189502034871808        0.13529468943882517        -0.830086581008961        
Redshift      All|All|All               All                   All      6.130531608506185          1.5675345756259063         9.807323495979858          -1.04866244753454         
