#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|LOSS|LOSS_N2_I 8191.827000065871 All 0.2669556170436019 0.007628829666177062 1.191459968710097 -0.031301880020893
Zeropoint Linear_AB11_off|LOSS|LOSS_N2_R 6339.524163082737 All 1.0395202561747705 -0.10746311348044735 0.13923296326770185 -0.3673968904519684
Zeropoint Linear_AB11_off|LOSS|LOSS_N2_V 5319.29051262256 All 0.037769877986172484 0.5735234447540503 0.4942702646558681 0.19656957427548266
Zeropoint Linear_AB11_off|LOSS|LOSS_N2_B 4309.52235131868 All -0.5750972744809086 0.3746531345093036 0.13628415164428898 0.3154466898258892
Check All|All|All All All 0.7691484767236365 0.8483422954490836 1.961247348277956 0.11331749362851046
