#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_z          7117.522278052234     All      0.5405291069813398         0.002817539848187778       0.597800201066323         -0.14847327022379994      
Zeropoint     AB|DECam|DECam_i          6073.733420520535     All      1.1106023277275026         0.05710940430763145        0.04500779680072231       -0.3411488127876783       
Zeropoint     AB|DECam|DECam_g          3761.6192983937717    All      -0.5868042863099865        0.45783978647886414        0.5885082160672739        0.36653736103910983       
Zeropoint     AB|DECam|DECam_r          4999.471495064778     All      -0.06902275762334142       0.4819657813692757         -1.223058470948446        0.12489561188035181       
Check         All|All|All               All                   All      0.9953043907755148         0.9997325120039591         0.008257742985873229      0.0018108899079833929     
Lambda        AB|DECam|DECam_z          7117.522278052234     All      -0.00029316162708830756    -6.501271210517867e-06     -0.0003444049400137858    7.800549807684074e-05     
Lambda        AB|DECam|DECam_i          6073.733420520535     All      -0.00016358625681306456    -1.7082498750472644e-05    -4.579106028021668e-05    4.5677649121889984e-05    
Lambda        AB|DECam|DECam_g          3761.6192983937717    All      -0.0010058568985714684     0.0004510305380057168      -0.0014549797017873766    0.0004096271066554771     
Lambda        AB|DECam|DECam_r          4999.471495064778     All      -0.0001691474420409296     -7.034863149891144e-05     -0.0015549729468316421    -3.72092779068133e-05     
MWEBV         All|All|All               All                   All      -0.4625934050287297        -2.8981864749139774        0.24517497847172942       -0.7824117582523195       
Redshift      All|All|All               All                   All      5.765104333115104          0.40313633398358917        4.6720243885180475        -1.5380783901969195       
