#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_z          7117.522278052234     All      0.5870658508307236         0.005705122224775039       0.7225493011479833        -0.1571242587454967        
Zeropoint     AB|DECam|DECam_i          6073.733420520535     All      1.123750131789886          0.06171620893713481        0.06108335004034134       -0.3432135191847636        
Zeropoint     AB|DECam|DECam_g          3761.6192983937717    All      -0.6011590351113358        0.44683929319528914        0.36275163057148985       0.35755547286479455        
Zeropoint     AB|DECam|DECam_r          4999.471495064778     All      -0.114613869103245         0.4853862494417882         -1.1407509982714161       0.144533300254674          
Check         All|All|All               All                   All      0.9950430784060287         0.9996468737989872         0.005633283488398311      0.0017509951892082098      
Lambda        AB|DECam|DECam_z          7117.522278052234     All      -0.0002926465101964229     -1.4105304451877272e-06    -0.000301162681208827     8.142563271193025e-05      
Lambda        AB|DECam|DECam_i          6073.733420520535     All      -0.0001060370645524633     -1.7913971377306444e-05    -0.0001462042727384325    2.2180165410420717e-05     
Lambda        AB|DECam|DECam_g          3761.6192983937717    All      -0.0009585345349994593     0.0005242608547382563      -0.0008679119690040928    0.0004442643159557508      
Lambda        AB|DECam|DECam_r          4999.471495064778     All      -0.00012313191484369918    -2.3501802441120808e-05    -0.001319675602656998     -2.6438255752908922e-05    
MWEBV         All|All|All               All                   All      -0.46467885671541165       -2.9051384970976812        0.17577225984627917       -0.78709408494571          
Redshift      All|All|All               All                   All      5.5594105629752715         0.0006718386332593695      3.4093103809836087        -1.6585222156831458        
