#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_i          4411.3048123870485    All      2.3709600437899057        0.7065630817811197         1.6593491340525657        -0.4680997168220145       
Zeropoint     AB|DECam|DECam_r          3631.0768251796317    All      -2.127712571172447        0.1375135401554317         -0.9645296108236054       0.6948161415781906        
Zeropoint     AB|DECam|DECam_z          5169.400450037037     All      0.7582483488580769        0.15591134723500488        -0.6967122324253848       -0.22729204477698692      
Check         All|All|All               All                   All      1.0014958214755354        0.9999879691715563         -0.0018927091964245912    -0.0005756200208108242    
Lambda        AB|DECam|DECam_i          4411.3048123870485    All      -0.0006501721700040699    -0.00019189682422161017    -0.0003611301012477976    0.00013315977912427084    
Lambda        AB|DECam|DECam_r          3631.0768251796317    All      -0.002991028547264924     0.00018410540395729112     -0.0053642103055363466    0.0007948655177080573     
Lambda        AB|DECam|DECam_z          5169.400450037037     All      0.0001664724835314269     3.461175143416733e-05      -0.0001393007026013706    -4.916772910542259e-05    
MWEBV         All|All|All               All                   All      -0.2404759878788767       -1.8182891194022943        0.025288486716429217      -0.5128171364310316       
Redshift      All|All|All               All                   All      8.091683031102834         0.7504933876429476         4.458370706375778         -2.192310376770816        
