#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_i          6441.974375296535    All      1.0182357896700398         -0.028885041249182564      0.08433140662647538        -0.33731838052488444      
Zeropoint     AB|DECam|DECam_z          7549.046518226209    All      0.5031658076325627         -0.01125062912166186       1.0663385260211147         -0.11997656634831658      
Zeropoint     AB|DECam|DECam_r          5302.581630010455    All      0.16757762406121643        0.42640710354806544        -1.8422247606938404        0.0020992466683364317     
Zeropoint     AB|DECam|DECam_g          3989.680391306479    All      -0.6913648075167244        0.6117900936111198         0.7030754948308109         0.4558554540454936        
Check         All|All|All               All                  All      0.9976144138470946         0.9980615267883408         0.01152066678456043        0.000659753840628996      
Lambda        AB|DECam|DECam_i          6441.974375296535    All      -0.0004319230347529818     -2.0967729425144283e-05    -0.000791512544042223      9.854009341825829e-05     
Lambda        AB|DECam|DECam_z          7549.046518226209    All      -0.00010873670717242843    -1.0677663302488667e-05    -0.00043635528185559337    1.2468524513264974e-05    
Lambda        AB|DECam|DECam_r          5302.581630010455    All      -8.386784558276904e-05     4.4619558258432294e-05     -0.001855836411810638      -4.096488096965996e-05    
Lambda        AB|DECam|DECam_g          3989.680391306479    All      -0.000582394460772039      0.0004259053453479809      0.00012244492020374524     0.00033390057335111825    
MWEBV         All|All|All               All                  All      -0.48689499042138884       -3.187944755585015         0.1692755058929367         -0.8722667820378808       
Redshift      All|All|All               All                  All      6.596654043012673          -0.26021340697148787       3.872985660381017          -2.0606737506553623       
