#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4031.959810178898    All      -2.921052879092887        0.4747354972611362         -0.40363238471353335      1.0881077327844526        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    4828.27585930509     All      3.9129965441481733        0.5273751449429653         0.4061852276214303        -1.0846820921892744       
Check         All|All|All                            All                  All      0.9919436650552861        1.0021106422041015         0.002552842907896924      0.0034256405951782476     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4031.959810178898    All      -0.0014094539551146143    0.00011870351183054643     -0.0016250785129556826    0.00042525137155382154    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    4828.27585930509     All      -0.0005397908069289423    -0.00010283187782853763    -0.0010275696073766879    9.647618660905487e-05     
MWEBV         All|All|All                            All                  All      -0.06801601062287488      -2.0441672622546037        0.02115675952703932       -0.6427533470933305       
Redshift      All|All|All                            All                  All      2.799508184563533         0.0504870888933695         3.752606287244821         -0.7279850274650237       
