#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K3_I
@MAGSYS  Linear_AB11_off
52765.33  13.91  0.011
52769.38  14.058  0.01
52770.36  14.093  0.01
52771.32  14.16  0.01
52772.32  14.183  0.059
52773.37  14.253  0.01
52774.31  14.338  0.01
52775.34  14.421  0.01
52776.37  14.486  0.012
52777.35  14.56  0.012
52778.39  14.635  0.01
52779.31  14.671  0.01
52781.36  14.619  0.01
52783.3  14.614  0.015
52785.37  14.625  0.01
52787.31  14.565  0.01
52789.34  14.512  0.01
52791.3  14.398  0.017
52794.32  14.34  0.01
52797.26  14.45  0.012
52800.28  14.62  0.01
52803.3  14.835  0.01
52806.24  15.024  0.01
52809.21  15.209  0.011
52812.22  15.333  0.017
52815.2  15.491  0.01
52818.2  15.577  0.013
52822.2  15.795  0.011
52826.2  16.008  0.011
52830.2  16.193  0.015
52834.2  16.325  0.017
52838.19  16.512  0.022
52842.19  16.672  0.029
