#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K3_B
@MAGSYS  Linear_AB11_off
52765.33  13.514  0.01
52769.38  13.593  0.01
52770.36  13.648  0.01
52771.32  13.693  0.01
52772.32  13.756  0.01
52773.37  13.844  0.01
52774.31  13.878  0.01
52775.34  13.97  0.01
52776.37  14.099  0.025
52777.35  14.143  0.01
52778.39  14.238  0.01
52779.31  14.309  0.01
52781.36  14.555  0.01
52783.3  14.736  0.01
52785.37  14.981  0.01
52787.31  15.164  0.01
52789.34  15.371  0.01
52791.3  15.536  0.01
52794.32  15.811  0.01
52797.26  16.079  0.04
52800.28  16.206  0.012
52803.3  16.303  0.017
52806.24  16.425  0.013
52809.21  16.526  0.018
52812.22  16.579  0.013
52815.2  16.622  0.015
52818.2  16.698  0.01
52822.2  16.783  0.014
52826.2  16.86  0.017
52830.2  16.908  0.018
52834.2  16.994  0.02
52838.19  17.011  0.02
52842.19  17.106  0.019
