#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|i           4199.405042112689    All      1.564769116516923         0.7886474162232204         0.22751869868922192        -0.24265525686426037       
Zeropoint     AB|MEGACAMPSF|r           3435.24909459938     All      -1.6740278701757596       -0.029778060827645447      -0.27757217108712595       0.5231994859639016         
Zeropoint     AB|MEGACAMPSF|z           4842.539462059105    All      1.1067369603040567        0.23975102652773472        0.05223068285693522        -0.2800750261318964        
Check         All|All|All               All                  All      0.9974782066452201        0.9986203819233097         0.002177210459031187       0.0004692029677448861      
Lambda        AB|MEGACAMPSF|i           4199.405042112689    All      -0.0003249287416847684    -0.00011641046550992414    -0.001783491871489336      -1.1667788345014593e-05    
Lambda        AB|MEGACAMPSF|r           3435.24909459938     All      -0.0019371644949392787    3.201475345027601e-05      0.00043903990427856106     0.0006610187997640774      
Lambda        AB|MEGACAMPSF|z           4842.539462059105    All      -0.000252265484817117     -5.493638318110052e-05     -4.7844445760703677e-05    6.214150246475573e-05      
MWEBV         All|All|All               All                  All      -0.41728209432519114      -1.7649200773204754        -0.03968429090606129       -0.4407409546740765        
Redshift      All|All|All               All                  All      1.8442000371224265        -0.0069279502566743645     -0.9078880436492298        -0.6434881594003405        
