#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|SDSS|SDSS_g            3638.8860077427626    All      -1.0636021843619379        0.36666270095508935        -0.35477957681865563      0.45005214439507213       
Zeropoint     AB|SDSS|SDSS_r            4754.936191338356     All      0.8204619774096436         0.454804970132372          0.865495543076833         -0.08048342601815815      
Zeropoint     AB|SDSS|SDSS_z            6855.520687001864     All      0.18102906276923572        0.02833854800812219        0.45375013071133513       -0.02948753969174613      
Zeropoint     AB|SDSS|SDSS_i            5766.191210203595     All      1.058499165026897          0.14884862023656353        -0.9642518192202663       -0.33933323909560587      
Check         All|All|All               All                   All      0.9963880208438385         0.998654839332147          0.00021427774924620557    0.0007479395895619856     
Lambda        AB|SDSS|SDSS_g            3638.8860077427626    All      -0.0016637969146327501     0.0005115040643534875      -0.0017648356014236014    0.0006298105868375258     
Lambda        AB|SDSS|SDSS_r            4754.936191338356     All      -0.00018028544008178316    -6.215550969414207e-05     -0.001065658635577982     -9.076645826235326e-06    
Lambda        AB|SDSS|SDSS_z            6855.520687001864     All      -9.176326547915775e-05     -1.4658500452611195e-05    -0.0002311653283217754    1.4799711741519e-05       
Lambda        AB|SDSS|SDSS_i            5766.191210203595     All      -0.00016844377078774982    -2.2322677445136843e-05    0.00042655387415023146    6.663158765511228e-05     
MWEBV         All|All|All               All                   All      -0.5877597160185069        -2.8524677789949493        0.07311504802850043       -0.734427134005387        
Redshift      All|All|All               All                   All      4.7452965518784325         -0.8101557073974419        -2.981096640457549        -1.9426262211786838       
