#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    4878.478115946184    All      3.91470169750869          0.466296613651096         0.42457453959683844       -1.104312173268022        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4073.882328082899    All      -2.9219838094340616       0.5360646510503386        -0.4218404058047935       1.107575350126757         
Check         All|All|All                            All                  All      0.9927178880746284        1.0023612647014346        0.002734133792044957      0.0032631768587350063     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    4878.478115946184    All      -0.0007177468805302342    -9.390939099425092e-05    -0.0004513148241509087    0.00018306428619782047    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4073.882328082899    All      -0.001230480925041144     0.00013205747711598242    -0.001868353444262964     0.00036044755058407184    
MWEBV         All|All|All                            All                  All      -0.05415216954983748      -2.0812543725924115       0.024928384484523808      -0.6591814379049493       
Redshift      All|All|All                            All                  All      3.617595675648443         0.18084078225157896       1.8345148431724394        -1.0375981628280913       
