#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|PS|PS_r                3870.6149236174183    All      -0.764064739753922         0.3137655783341131         -0.4508534031236966       0.3309652774788563        
Zeropoint     AB|PS|PS_g                3047.8912066978473    All      -0.32324720647049177       0.053639156990925585       0.3671115262290803        0.13914678910579847       
Zeropoint     AB|PS|PS_z                5387.831689500933     All      1.147370977189115          0.1960638968075301         -0.5400246021743271       -0.33397083090536406      
Zeropoint     AB|PS|PS_i                4688.152957512169     All      0.9258484157498719         0.4356075100622192         0.6345279000558257        -0.1313715255309461       
Check         All|All|All               All                   All      0.9859074467145731         0.999076142194788          0.010761420986882264      0.004769710148344597      
Lambda        AB|PS|PS_r                3870.6149236174183    All      -0.0006645785333013051     9.170737719645318e-05      -0.002324257094189575     0.00014262628292957213    
Lambda        AB|PS|PS_g                3047.8912066978473    All      -0.0005802693333151626     0.00011972541849728102     0.0010553968871356663     0.0002751088356189023     
Lambda        AB|PS|PS_z                5387.831689500933     All      -0.00037007614059073914    -0.00012011084164794126    -0.0016521542310704385    7.693866216986242e-06     
Lambda        AB|PS|PS_i                4688.152957512169     All      -0.0004586115732298081     -0.00022504628504251573    -0.001538191160468014     7.437491597125234e-06     
MWEBV         All|All|All               All                   All      -0.4135219081370789        -2.0846676466513614        0.19724606743141138       -0.5355449600248141       
Redshift      All|All|All               All                   All      1.7737274858262            0.3309638031177897         -1.022245066786498        -0.5155736993023324       
