#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_z          7197.694619106639     All      0.4752120696741329         -0.0519122004318362        0.1489659337333693        -0.16505405120016206      
Zeropoint     AB|DECam|DECam_g          3803.9904794770555    All      -0.6809263948411595        0.41337508227705655        -0.17647562078217938      0.348574696114351         
Zeropoint     AB|DECam|DECam_i          6142.148440276085     All      1.1890662173005033         -0.006684146584845507      -0.10908330848087289      -0.39436311959193115      
Zeropoint     AB|DECam|DECam_r          5055.785942443479     All      0.009825503088909504       0.6451294587598966         0.13628951665949351       0.21302137441476798       
Check         All|All|All               All                   All      0.9931773952223863         0.9999081940202714         -0.0003034788701894442    0.002178899737025758      
Lambda        AB|DECam|DECam_z          7197.694619106639     All      -0.00014362624776830695    -4.954294897012877e-05     -0.0007007280452251361    -6.242486637346843e-07    
Lambda        AB|DECam|DECam_g          3803.9904794770555    All      -0.0010544128869990523     0.0005342661342945314      -0.0008389277211339926    0.00048004753208411293    
Lambda        AB|DECam|DECam_i          6142.148440276085     All      -0.0003041492500790952     -7.909961005842524e-05     -0.0010536186345707628    2.628791110243502e-05     
Lambda        AB|DECam|DECam_r          5055.785942443479     All      -0.0002755553951117749     -2.7825152734779623e-05    -0.0017048799274078442    4.6129290951533076e-06    
MWEBV         All|All|All               All                   All      -0.47262599880458245       -2.975785822250465         0.022811502424069374      -0.8143435334246857       
Redshift      All|All|All               All                   All      5.622273773913593          -0.10280950703673852       2.525483872577583         -1.7521472281456685       
