#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  Krisciunas
@BAND  Bessell12_R
@MAGSYS  Linear_AB11_off
51478.33999999985  16.901  0.015
51478.33999999985  16.883  0.015
51479.33600000013  16.778  0.023
51479.33999999985  16.77  0.024
51480.257999999914  16.76  0.055
51480.257999999914  16.856  0.058
51481.28500000015  16.807  0.015
51481.28899999987  16.82  0.015
51483.362999999896  16.817  0.015
51483.367000000086  16.824  0.015
51484.23400000017  16.834  0.015
51484.237999999896  16.85  0.015
51485.30500000017  16.816  0.015
51486.32400000002  16.875  0.015
51486.32400000002  16.87  0.015
51487.31199999992  16.902  0.015
51487.31199999992  16.901  0.015
51488.31300000008  16.978  0.015
51489.262000000104  17.032  0.02
51489.26599999983  17.044  0.016
51490.34400000004  17.128  0.015
51490.34800000023  17.138  0.017
51492.35900000017  17.301  0.015
51492.37099999981  17.298  0.029
51493.31199999992  17.354  0.015
51493.32800000021  17.35  0.015
51501.34800000023  17.547  0.016
51501.351999999955  17.526  0.015
51503.19499999983  17.663  0.016
51504.20699999994  17.614  0.017
51508.33600000013  17.722  0.018
