#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_r          4869.889051250561     All      0.16464638014131827        0.569254377232653          0.48617012977731405       0.15348967585368953        
Zeropoint     AB|DECam|DECam_g          3664.1210284534873    All      -0.7057259851106445        0.36351761211523836        -0.1466573961717029       0.3417431706678696         
Zeropoint     AB|DECam|DECam_z          6933.0415921232125    All      0.644425609966079          0.015731582336719896       0.7438231741183299        -0.17159291621340325       
Zeropoint     AB|DECam|DECam_i          5916.3069364443545    All      0.8913171066907415         0.05062097182051417        -1.079340421549769        -0.32200839499105727       
Check         All|All|All               All                   All      0.9946631116874943         0.9991245435051255         0.003995486174172003      0.001631535317098587       
Lambda        AB|DECam|DECam_r          4869.889051250561     All      -0.00011489364753287353    -2.9709010305380606e-05    -0.0012132385348038754    -2.6393824768937462e-05    
Lambda        AB|DECam|DECam_g          3664.1210284534873    All      -0.0013139731251814737     0.000568896163245335       -0.0009707599237552522    0.00056999191494213        
Lambda        AB|DECam|DECam_z          6933.0415921232125    All      -0.0004858431793273665     -1.9915429115118813e-05    -0.000764985563232618     0.00011763020457634497     
Lambda        AB|DECam|DECam_i          5916.3069364443545    All      -0.00010208647724920164    1.408593541536121e-05      0.0002844077978974133     5.0532990546093964e-05     
MWEBV         All|All|All               All                   All      -0.4660045886432469        -2.7952897406569477        0.0797624789182339        -0.7551653721178836        
Redshift      All|All|All               All                   All      6.9485441774715815         -0.3093708745579349        7.0851186501694166        -2.0479654061746926        
