#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_r          4869.889051250561     All      0.1972888846421823         0.5754359761338534         0.4681977693337003        0.1440684644594098        
Zeropoint     AB|DECam|DECam_g          3664.1210284534873    All      -0.7543714420794515        0.34123666053034185        -0.3305278346617313       0.3421256642544418        
Zeropoint     AB|DECam|DECam_z          6933.0415921232125    All      0.5850145164485774         0.01766742263740184        0.6608115067558207        -0.15531463107023719      
Zeropoint     AB|DECam|DECam_i          5916.3069364443545    All      0.9669500954729822         0.06534706450622707        -0.7919244668982584       -0.32902172082469594      
Check         All|All|All               All                   All      0.9948820544842903         0.9996871238078242         0.006556974529531301      0.0018577768189184662     
Lambda        AB|DECam|DECam_r          4869.889051250561     All      -0.00014844441897577748    -0.00010515643130293294    -0.0014986712171252052    -5.277849155482364e-05    
Lambda        AB|DECam|DECam_g          3664.1210284534873    All      -0.0011702747982246069     0.0004131752501861445      -0.0012287804065765028    0.0004609469487653975     
Lambda        AB|DECam|DECam_z          6933.0415921232125    All      -0.0004488529586844622     -1.5453013608695604e-05    -0.000602805874369447     0.00011427216295998449    
Lambda        AB|DECam|DECam_i          5916.3069364443545    All      -0.0002210206477984484     5.108072073072565e-06      0.0002142970590414707     8.322065699029396e-05     
MWEBV         All|All|All               All                   All      -0.48350320010874315       -2.7866411669990043        0.09242210205612222       -0.746083432869242        
Redshift      All|All|All               All                   All      6.707412457059242          0.3404466051524224         6.2987916986221855        -1.7928441007151728       
