#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6188.6781662713465    All      1.379102922821814          -0.11158689185819526      0.4514126648709649        -0.46542224090967005      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5358.628336809808     All      0.37517963326205195        0.37181561368928584       -1.5799585113823955       -0.07160206372382877      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7534.655973597963     All      0.3969732779420608         -0.0614719061633906       0.9853673305583399        -0.10535826052734815      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4328.538493279584     All      -1.132005779061107         0.7967666197091106        0.2168913672782491        0.6379434905821948        
Check         All|All|All                                All                   All      1.0192500549648196         0.9955234353768105        0.07371285132515837       -0.0044390745786522245    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6188.6781662713465    All      -8.061584041234375e-05     1.606083630150409e-05     4.471401220828447e-05     3.348615517471753e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5358.628336809808     All      -4.619274356949025e-05     4.512388049449671e-05     -0.001463044572550062     -3.554413106689627e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7534.655973597963     All      -0.00011594595559377918    1.992795975282308e-05     -0.0002707702453610953    3.217537189971734e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4328.538493279584     All      -0.0005514225253060415     0.00022334245521394536    -0.0014344970479569605    0.00018835142832243754    
MWEBV         All|All|All                                All                   All      -0.8714826863225218        -4.031272095541283        0.2452343737744389        -1.018303680785558        
Redshift      All|All|All                                All                   All      5.119409308752374          -0.5965046692427478       9.877452617771487         -1.4210758857851558       
