Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 54403.72459768616 0.7861660747108034
Redshift 0.333 0 F
Color -0.11606920366247069 0.06213462388177912
X0 2.7345586312289372e-05 2.0701214976713704e-06
X1 -1.6528661628146246 0.8239715643576623
RestFrameMag_0_UX 21.59565794940148 0.0
RestFrameMag_0_B 22.05098205015737 0.08219263732735667
RestFrameMag_0_V 22.160442840307905 0.0
RestFrameMag_0_R 22.20769710729914 0.0
CovDayMaxDayMax 0.6180570970261925 -1
CovDayMaxRestFrameMag_0_B 0.03536319318721307 -1
CovDayMaxX1 0.40599232496814036 -1
CovDayMaxColor 0.014868738203870378 -1
CovRestFrameMag_0_BDayMax 0.03536319318721307 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.006755629630826386 -1
CovRestFrameMag_0_BX1 0.0492177951089337 -1
CovRestFrameMag_0_BColor 0.0015101098910541794 -1
CovX1DayMax 0.4059923249681404 -1
CovX1RestFrameMag_0_B 0.049217795108933704 -1
CovX1X1 0.6789291388700132 -1
CovX1Color 0.019817103001695625 -1
CovColorDayMax 0.014868738203870378 -1
CovColorRestFrameMag_0_B 0.0015101098910541792 -1
CovColorX1 0.01981710300169562 -1
CovColorColor 0.003860711484930156 -1

dmu_estimate 0.20839654684856163
FirstPhase  -13.083340349704635
LastPhase  22.11231381383444
LatestNegPhase  -0.3898939881158943
EarliestPosPhase  1.8533033112099637
NightsNegPhase  4
NightsPosPhase  6

salt3source   1
salt2_version   salt3-f22
