#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|SDSS|SDSS_i            5645.663539018371     All      1.1932706480437616         0.21060383745350464        -0.3613988128378853       -0.3362144781592988        
Zeropoint     AB|SDSS|SDSS_z            6712.2233329869105    All      0.14920769780800502        0.02900750043650646        0.21079806086058936       -0.029746209457197987      
Zeropoint     AB|SDSS|SDSS_g            3562.8242816859456    All      -1.07439441281402          0.30957601096481824        -0.4044388364987097       0.4327564505467476         
Zeropoint     AB|SDSS|SDSS_r            4655.546253529458     All      0.7288916614579063         0.4497754859841052         0.5625318980351458        -0.06581410600748733       
Check         All|All|All               All                   All      0.9969755944956528         0.9989628348389346         0.007492309559140153      0.0009816569227635297      
Lambda        AB|SDSS|SDSS_i            5645.663539018371     All      -0.0002300952738800698     -2.443228524800888e-05     0.000399524512461114      8.482014555023895e-05      
Lambda        AB|SDSS|SDSS_z            6712.2233329869105    All      -7.092238998533132e-05     -1.3583817154032823e-05    -9.894019394235551e-05    1.4261813114396025e-05     
Lambda        AB|SDSS|SDSS_g            3562.8242816859456    All      -0.002206922168504309      0.00040536171136110503     -0.0030598483436764874    0.0007143598230559399      
Lambda        AB|SDSS|SDSS_r            4655.546253529458     All      -0.00021444844951309645    -0.00012800811542504285    -0.000890902139569079     -1.1600410108439813e-05    
MWEBV         All|All|All               All                   All      -0.572242919812282         -2.756524407254446         0.15090391665047412       -0.7047581924628824        
Redshift      All|All|All               All                   All      9.258673934471778          0.5222752500891659         1.991593693593359         -2.7568567909968476        
