#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_g          3077.8616639009288    All      -0.2016208648627682        0.07919766575490428        0.14656197194131007       0.09801222175036872       
Zeropoint     AB|DECam|DECam_i          4969.697826613257     All      0.5221696724227438         0.4554709570953719         0.7182319958540592        0.010325429350043717      
Zeropoint     AB|DECam|DECam_z          5823.754937383498     All      1.5140155221583431         0.07967408990552372        -0.07254286858772842      -0.4704494479639538       
Zeropoint     AB|DECam|DECam_r          4090.7068030504706    All      -0.8474493206363979        0.3882847502751474         -0.7751440379847235       0.367928123031804         
Check         All|All|All               All                   All      0.9871150090819207         1.0026274630309473         0.017107061222917275      0.005816326168262609      
Lambda        AB|DECam|DECam_g          3077.8616639009288    All      -0.0005647848538806067     0.00021563454864780365     0.0003488268395461644     0.00026977481418444135    
Lambda        AB|DECam|DECam_i          4969.697826613257     All      -0.00024132216965939382    -0.00012581183988440717    -0.0015192342014480101    -3.017093023563217e-05    
Lambda        AB|DECam|DECam_z          5823.754937383498     All      -0.00042168029186189784    3.889709066850579e-06      0.00037311690377158486    0.00015527264389102787    
Lambda        AB|DECam|DECam_r          4090.7068030504706    All      -0.0005123995800547351     0.0002176893109196058      -0.0005804677560686431    0.0002119103610400446     
MWEBV         All|All|All               All                   All      -0.30637035857850115       -2.142536577786025         0.1558422095040718        -0.5911452236174156       
Redshift      All|All|All               All                   All      3.4051487273654146         0.18399354109241983        2.9721692760718033        -0.9166019529156867       
