#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint AB|PS|PS_i 7390.939032305761 All 0.4121233644243051 -0.20418266266885965 0.18886521052434158 -0.19232296197111726
Zeropoint AB|PS|PS_g 4805.043327289125 All -0.9488839631153758 1.0502201155567175 -0.266779911389051 0.6392688048246884
Zeropoint AB|PS|PS_r 6102.078830885692 All 1.4601254183208694 0.2835122147037543 -0.3106915674371695 -0.3971263675426734
Zeropoint AB|PS|PS_z 8493.992387688211 All 0.2309373543110312 0.37715199021654655 -0.09923782318494734 0.043198388967158816
Check All|All|All All All 1.1543021739408297 1.5067016578081587 -0.4878440914868263 0.09301786427805657
