#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_r          4445.197213768737     All      -0.2365623636567848        0.48761436754158893        -0.3140762148235443       0.22187240709040656        
Zeropoint     AB|DECam|DECam_z          6328.426960843141     All      0.9778466316542762         0.09069612501733104        0.5930370032328991        -0.2625095886625531        
Zeropoint     AB|DECam|DECam_i          5400.359398933251     All      0.814942515647406          0.24308431009103515        -0.13105331043735124      -0.19212133846458895       
Zeropoint     AB|DECam|DECam_g          3344.5814504563054    All      -0.5536416887772647        0.17629517817852047        -0.13408389695693246      0.23178090328100504        
Check         All|All|All               All                   All      1.002585094867633          0.9976899808284756         0.013823581015071085      -0.0009776167557304372     
Lambda        AB|DECam|DECam_r          4445.197213768737     All      -0.00017577699246010178    -0.00027634518562572925    -0.0022402704006443475    -0.00013273134790029419    
Lambda        AB|DECam|DECam_z          6328.426960843141     All      -0.00032300637680632787    -4.4964721043028736e-05    -0.0005625593792052063    6.546287322872504e-05      
Lambda        AB|DECam|DECam_i          5400.359398933251     All      6.630758958966378e-05      2.4300361276419457e-05     -0.0006446914330158542    -4.245275395323008e-05     
Lambda        AB|DECam|DECam_g          3344.5814504563054    All      -0.0005684585679484485     0.0002458586192198941      0.00024873496962148523    0.0002763497973962495      
MWEBV         All|All|All               All                   All      -0.48466112315573784       -2.4252077658358573        0.016575593780099318      -0.6313601909877022        
Redshift      All|All|All               All                   All      2.3158144086601578         1.0847482233021566         0.12305804319403535       -0.39550724216300265       
