#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_r          4445.197213768737     All      -0.17492579777864825       0.5086983173699267         -0.05421200784554197      0.22025963194584225       
Zeropoint     AB|DECam|DECam_z          6328.426960843141     All      0.929892534456475          0.0849611207200951         0.36372200832851614       -0.2589907161548447       
Zeropoint     AB|DECam|DECam_i          5400.359398933251     All      0.7035242800340051         0.22342859221353706        -0.3123056771669194       -0.17031972820597263      
Zeropoint     AB|DECam|DECam_g          3344.5814504563054    All      -0.46783663197937286       0.18215585163900982        0.004891855585409148      0.21194223707934326       
Check         All|All|All               All                   All      0.9906543847324588         0.9992438819425686         0.0020961789014638894     0.002891424664368175      
Lambda        AB|DECam|DECam_r          4445.197213768737     All      -0.0002217824046015902     -0.00020022758312259278    -0.002049951619199738     -8.445881118937026e-05    
Lambda        AB|DECam|DECam_z          6328.426960843141     All      -0.00023710752068901742    -3.998122591139004e-05     -0.0005047353171149727    4.1686500434161606e-05    
Lambda        AB|DECam|DECam_i          5400.359398933251     All      0.00014249336690541782     4.75724637736564e-05       -0.0005836261135275853    -5.696341390392203e-05    
Lambda        AB|DECam|DECam_g          3344.5814504563054    All      -0.0007457456871957232     0.0002921010741686004      -0.0001705244824586263    0.0003304511098591179     
MWEBV         All|All|All               All                   All      -0.4858979428706516        -2.424350655555152         -0.0015760196448657592    -0.6314881522396896       
Redshift      All|All|All               All                   All      2.3687703675881804         0.8178580375602706         1.6172294239391272        -0.4330136478658793       
