#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_g
@MAGSYS  Linear_AB11_off
54871.37  14.421  0.006
54872.37  14.334  0.005
54873.35  14.284  0.007
54879.37  14.26  0.004
54884.35  14.47  0.007
54888.27  14.746  0.007
54896.37  15.405  0.008
54898.32  15.568  0.007
54900.32  15.741  0.008
54902.27  15.915  0.008
54908.3  16.379  0.008
54911.39  16.547  0.009
54914.31  16.654  0.006
54915.33  16.679  0.007
54920.33  16.789  0.009
54927.29  16.892  0.008
54928.31  16.9  0.007
54930.22  16.917  0.009
54933.23  16.945  0.01
54937.32  17.012  0.009
54938.31  17.031  0.009
54947.2  17.152  0.008
54963.17  17.392  0.011
54964.16  17.401  0.009
54966.16  17.45  0.008
54968.27  17.466  0.009
54976.15  17.595  0.009
