#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7574.9244055857125    All      0.18756888211994224        -0.02453802774491365       0.06584206497455604        -0.06615196969489959       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4786.176362866635     All      -0.207916501960354         0.31446584060552674        0.0034810103934901334      0.17031245634846542        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6195.481177150285     All      0.5713645592062188         -0.03867694318060444       -0.016256780573357065      -0.1994360525489815        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5407.205588785644     All      0.3194355176959128         0.1025966584048188         0.0036191249003789876      -0.07047004533542087       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6244.7800191681445    All      0.5270220671056318         -0.04009148351560299       0.027016384644625285       -0.183521923754046         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4381.315145510703     All      -0.36368461762701904       0.25973085743351554        -0.03782345505791586       0.20137904290475575        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5352.128997188894     All      0.3205532216473358         0.14398256091663342        -0.02974775084889951       -0.058842378696091734      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7602.959438360851     All      0.16443404178625287        -0.02496122799988676       0.043020824475560535       -0.0597724484798006        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3580.5164782314814    All      -0.21636627434799185       0.09843860351343992        -0.03620046392543279       0.10092684505004805        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4367.777733596133     All      -0.30718612485614316       0.20606032986427714        -0.022920026952374484      0.16615844007424918        
Check         All|All|All                                All                   All      0.9952247707697863         0.9970071682972037         3.093203063126923e-05      0.0005819658682781337      
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7574.9244055857125    All      -4.6059080393295435e-05    1.779824823991692e-06      -5.5798916649554435e-05    1.309265590758898e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4786.176362866635     All      -0.00011216489954062621    -2.7438075304724913e-05    -0.0005448494514556703     3.2841854679069903e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6195.481177150285     All      -8.740164179405509e-05     -1.3401082644530922e-05    -0.00020395314650735393    1.5002924455380024e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5407.205588785644     All      8.6788262629062e-05        7.766226669250406e-06      -0.00046911340032986746    -4.667445335667864e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6244.7800191681445    All      -0.00013522881503965378    -1.912491815729061e-06     -0.00015363770672159225    3.656936723226925e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4381.315145510703     All      -0.0002185983326760449     6.35074077475938e-05       -0.00035823584086177223    7.59047003992104e-05       
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5352.128997188894     All      7.521823436973839e-05      5.186614807735567e-06      -0.0004604179986068631     -4.3357943117636184e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7602.959438360851     All      -3.693116595904376e-05     1.907940776235971e-06      -4.5152400144492855e-05    1.0636230591362935e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3580.5164782314814    All      -0.0002810336015805326     7.661637814394582e-05      -0.0001303480372215956     0.0001106815304967817      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4367.777733596133     All      -0.00019908155447760027    9.851539100848982e-05      -0.00021068509580877466    8.753520760921432e-05      
MWEBV         All|All|All                                All                   All      -1.022916150776986         -4.022799566260105         0.002379341495494982       -0.9770545425727153        
Redshift      All|All|All                                All                   All      5.697752044577084          0.34996440785506344        3.282740478847519          -1.5954567397784725        
