#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_r
@MAGSYS  Linear_AB11_off
54871.37  14.371  0.005
54872.37  14.275  0.006
54873.35  14.218  0.008
54878.37  14.079  0.009
54879.37  14.079  0.004
54884.35  14.264  0.008
54888.27  14.576  0.005
54896.37  14.769  0.007
54898.32  14.779  0.005
54900.32  14.792  0.009
54902.27  14.852  0.008
54908.3  15.206  0.009
54911.39  15.412  0.01
54914.31  15.583  0.006
54915.33  15.635  0.008
54920.33  15.818  0.009
54927.29  16.056  0.007
54928.31  16.1  0.005
54930.22  16.161  0.008
54933.23  16.261  0.011
54937.32  16.373  0.01
54938.31  16.4  0.009
54947.2  16.7  0.009
54963.17  17.188  0.018
54964.16  17.226  0.008
54966.16  17.291  0.009
54968.27  17.345  0.009
54976.15  17.601  0.01
