#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_V-LC-9844
@MAGSYS  Linear_AB11_off
54869.34  14.599  0.006
54871.37  14.399  0.005
54872.37  14.288  0.006
54873.35  14.224  0.009
54874.31  14.181  0.007
54879.37  14.096  0.004
54884.35  14.209  0.007
54885.31  14.284  0.009
54888.27  14.472  0.005
54896.37  14.897  0.008
54898.32  14.989  0.006
54900.32  15.098  0.009
54902.27  15.194  0.009
54908.3  15.627  0.009
54911.39  15.827  0.009
54914.31  15.964  0.007
54915.33  16.014  0.009
54920.33  16.166  0.01
54927.29  16.347  0.008
54928.31  16.378  0.008
54930.22  16.432  0.009
54933.23  16.482  0.015
54937.32  16.604  0.01
54938.31  16.634  0.008
54947.2  16.855  0.011
54959.17  17.119  0.032
54964.16  17.26  0.009
54966.16  17.278  0.009
54968.27  17.336  0.009
54976.15  17.496  0.009
