#Format:      
#Parameter    MagSys|Instrument|Band           RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_i    7351.431596479458    All      0.5300577918920414         -0.16142547724591338       0.03271829454496065        -0.22377878266621992       
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_r    6058.157605033766    All      1.2477392495787352         -0.12267979860691725       -0.17302408772775554       -0.45411183980597886       
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_V    5349.006773797964    All      0.5563429273139114         0.34890720477633863        0.4375199744527325         -0.048044132259787785      
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_g    4595.712004447367    All      -0.8287468927364048        0.588594845468382          0.03553716017570482        0.4632606935338301         
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_B    4268.3313276331      All      -0.5065051991043655        0.34346467215442544        -0.3328987190046645        0.262007409366499          
Check         All|All|All                      All                  All      0.9988878769439178         0.9968614465463155         -0.00014737755902211047    -0.0006666518316574277     
Lambda        Linear_AB11_off|LCOGT|LCOGT_i    7351.431596479458    All      0.00010369988563161111     -0.00016540150376091753    -0.00038584866277746133    -0.00010487382937884067    
Lambda        Linear_AB11_off|LCOGT|LCOGT_r    6058.157605033766    All      -0.00013559193396585773    -5.402969144139078e-05     -0.000677893982292592      -3.6837892669766e-06       
Lambda        Linear_AB11_off|LCOGT|LCOGT_V    5349.006773797964    All      8.851382323244148e-05      0.00029705178739929334     -0.0014257592177076834     4.302590013322218e-06      
Lambda        Linear_AB11_off|LCOGT|LCOGT_g    4595.712004447367    All      -0.00047732990664147687    0.0004181602120898909      -0.00045328543432875275    0.0002714625453512471      
Lambda        Linear_AB11_off|LCOGT|LCOGT_B    4268.3313276331      All      -0.00047572496695584787    0.00033636870200529886     -0.0003358236685320806     0.00024953935712451194     
MWEBV         All|All|All                      All                  All      -0.8210831451520377        -4.001740621060712         0.0046814052907239055      -1.0358358708090702        
Redshift      All|All|All                      All                  All      9.071602895461018          -2.535315997584142         11.43849579477239          -3.270307807544411         
