#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_i          4877.094761521085     All      0.7310556175451478         0.3507011899824164         0.21470351150729705       -0.11431271872515691       
Zeropoint     AB|DECam|DECam_g          3020.5102043251354    All      -0.29013363381399615       0.07886512378121324        0.27187455782375913       0.1323275478882946         
Zeropoint     AB|DECam|DECam_r          4014.482452683071     All      -0.8123652455140866        0.3761581388795676         -0.7653136324632603       0.35298873509647805        
Zeropoint     AB|DECam|DECam_z          5715.237764637222     All      1.3671956186714762         0.19058286321769202        0.27001302310287745       -0.3712120427650456        
Check         All|All|All               All                   All      0.9957523568885412         0.9963073158608893         -0.008722540029326709     -0.00020847850542987656    
Lambda        AB|DECam|DECam_i          4877.094761521085     All      -0.00029362356412578517    -0.0001617569495722731     -0.0015215722192741632    -2.49474851749343e-05      
Lambda        AB|DECam|DECam_g          3020.5102043251354    All      -0.0006698509795339154     0.00016650352185472106     0.0004541818480901385     0.0002926962262465751      
Lambda        AB|DECam|DECam_r          4014.482452683071     All      -0.0003383821380574536     9.623693966228096e-05      -0.0006544052587785324    0.00011236663103162073     
Lambda        AB|DECam|DECam_z          5715.237764637222     All      -0.00035355702199327136    -1.3958956986879286e-05    0.0005169653460233545     0.00013368805127413408     
MWEBV         All|All|All               All                   All      -0.3588610319246268        -2.0823720409039126        0.15830912439371847       -0.5543396283183538        
Redshift      All|All|All               All                   All      4.302937810139402          0.8784302080419693         1.5430842910974851        -1.0466140241749438        
