#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7939.3279152101595    All      0.05542486592417151        -0.008500385813015043      0.022656216774774585       -0.01981151467069786       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6214.842832527595     All      0.26671331971043805        -0.044799220096791714      0.0004611985116254047      -0.10144930150199905       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6420.872022315446     All      0.18985735907035078        -0.0066496140926020075     0.0918709078027713         -0.05990900937914434       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4390.827642685934     All      -0.12351782268811473       0.12408387798341636        0.10396407918215056        0.08529145912686831        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6258.714274076485     All      0.3191460282869162         -0.04917382338125442       -0.04428585818742059       -0.12195016750483623       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4801.133764021306     All      -0.13266987707693345       0.23693966326412408        0.2428563942478923         0.13123155255798657        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7625.1346002919945    All      0.10171153240282876        -0.019616903109520578      0.020393791786033066       -0.03861058177122567       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5412.0109341540765    All      0.13675988183873272        0.10256558818975137        0.17787666229249766        -0.003200387920165859      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5381.741558163616     All      0.08656353560364521        0.026397244234699357       -0.19007074104826494       -0.02808012472070298       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4395.007304605565     All      -0.23977091804073836       0.17389312840268012        -0.007723534993486769      0.13439932317567127        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6361.843856104314     All      0.22128156850924066        -0.046505525496787214      -0.0853729219256083        -0.09103686785336684       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4449.899162485965     All      -0.18903570552333057       0.07805285558020181        -0.2219383052347701        0.07709544406722113        
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_R             6363.07623190356      All      0.163474347367326          -0.04095140083242299       -0.030983701778963813      -0.06797085190340946       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3591.706041098685     All      -0.12014103242924294       0.05871075044638907        -0.045158555547564205      0.056242690803132156       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_I             8217.638071559204     All      0.0448090897990865         -0.01241539761087651       0.00284501296802242        -0.018512938317050143      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5368.855071276677     All      0.1783214235622902         0.11491861787824575        0.12864588138419286        -0.014911504864628666      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_B             4416.76010268318      All      -0.1313125648452403        0.07656202886145991        -0.041517184551720376      0.06585887277625879        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5431.430024637249     All      0.1742510066214153         0.07869567269827016        -0.09950558183371427       -0.03556599304050945       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4391.894614106218     All      -0.24036890303687233       0.1600289364436236         -0.041179154875181645      0.12858511246338633        
