#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7625.1346002919945    All      -2.267939071757373e-05     2.799628741673676e-06      -1.7108226851683827e-05    7.535893283572223e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5412.0109341540765    All      2.2541815059117265e-05     9.781465042353547e-06      4.811145325005732e-05      -2.0094726128683606e-06    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5381.741558163616     All      1.6938560751215453e-05     1.167020039117229e-06      -0.00033491615555340126    -2.008307948629127e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4395.007304605565     All      -9.220053484266285e-05     2.1065184500067434e-05     -0.00018629972246257394    2.85806701515823e-05       
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6361.843856104314     All      -6.194652633770423e-05     2.758098990075441e-06      -8.401664472736197e-05     1.7327148208511756e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4449.899162485965     All      -0.00014000639291861583    5.399114316767577e-05      -0.00022685239721438854    5.306799924036494e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_N1_R             6363.07623190356      All      -6.251218992673768e-05     5.279255415107837e-06      -6.767028750142568e-05     1.906208988734534e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3591.706041098685     All      -0.00018510603493852152    5.232707021297691e-05      -0.00017530109727319478    6.951689082249862e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_N1_I             8217.638071559204     All      -1.5484920251114577e-06    1.0602920974326763e-07     -3.4626278400251953e-06    3.8441082109813475e-07     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5368.855071276677     All      1.1536820308130863e-05     -2.0846626734936175e-06    -0.0002235032725668373     -1.4410889681850553e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_N1_B             4416.76010268318      All      -5.203542930209737e-05     2.5656349645731885e-05     -5.542117400663636e-05     2.2833575931244322e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5431.430024637249     All      2.4628308809998713e-06     -2.7540912697648342e-05    -0.0003515774320860616     -2.5462492434670573e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4391.894614106218     All      -0.00010625509966769209    3.284153089066383e-05      -0.00017200242793878067    3.7632670335746894e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7598.596993986278     All      -2.48632682485168e-05      3.2980998456579803e-06     -2.194104399987831e-05     8.193956047619365e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_N1_V             5378.6136503886555    All      1.6600894032878064e-05     5.35123782121097e-06       -0.0001454902590693136     -1.0156945180509139e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7882.469094961145     All      2.7984015227368674e-06     2.5213577575424662e-06     2.3770452021816703e-05     9.705238312034162e-07      
MWEBV         All|All|All                                All                   All      -0.9434022071876331        -4.076527030235821         0.00822032489836095        -1.0201949962661607        
Redshift      All|All|All                                All                   All      5.024232735086722          0.0874920028502757         1.6455350028100872         -1.5346262009288159        
