#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  CfA2_FLWO
@BAND  CfA2_AC_SAO_I
@MAGSYS  Linear_AB11_off
50642.439999999944  16.132  0.013
50643.37999999989  16.181  0.009
50644.35000000009  16.216  0.023
50645.47999999998  16.216  0.023
50646.47999999998  16.2  0.01
50647.47999999998  16.181  0.011
50652.419999999925  16.119  0.023
50653.439999999944  16.037  0.016
50665.49000000022  16.174  0.008
50673.49000000022  16.609  0.013
50680.49000000022  16.93  0.033
50682.470000000205  17.18  0.019
50685.470000000205  17.286  0.024
50687.5  17.433  0.021
50693.29000000004  17.775  0.047
