#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_I    8175.945861669103     All      0.2518547695715289         0.013213887339347252      0.10491991942436218        -0.07305109227069839      
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_V    5348.361744574367     All      0.7439006208700332         0.7924143148852814        0.9917775341519386         0.06006098247363645       
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_U    3627.0732361636146    All      -0.4283001997125777        0.3099636156703056        -0.03179278521048268       0.23905804684333787       
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_R    6319.727079425904     All      1.0374838873403565         -0.42754353026790426      -0.6453302247288351        -0.5060057519205574       
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_B    4333.46542481098      All      -0.6065823668741883        0.3138879630695257        -0.41611165511994397       0.2812583170007432        
Check         All|All|All                                All                   All      0.9983567111951526         1.0019362506965557        0.0034627885170390726      0.0013205021264617312     
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_I    8175.945861669103     All      2.206052110451273e-05      3.423372608684734e-06     1.2051193746837123e-05     -5.532942981274043e-06    
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_V    5348.361744574367     All      0.00019746266662345476     0.0005856349440143106     -0.0013332214936660196     6.694492923733263e-05     
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_U    3627.0732361636146    All      -0.001321505504501124      0.0008614238255096995     -0.00015282407623071063    0.0007042320623997447     
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_R    6319.727079425904     All      -0.00019804837059113003    6.876992304859171e-06     -0.0009234703098156697     2.5540693958059426e-05    
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_B    4333.46542481098      All      -0.0005992959855592788     0.00040004098988953275    -0.0007220911972536442     0.00029329331642510175    
MWEBV         All|All|All                                All                   All      -1.0024631884118076        -3.9344659862079467       -0.01339252021244075       -0.9556474179365615       
Redshift      All|All|All                                All                   All      7.545860508142754          -7.008958870312654        1.1722911856879792         -4.688669539418943        
