#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  CfA2_FLWO
@BAND  CfA2_AC_SAO_R
@MAGSYS  Linear_AB11_off
50642.439999999944  15.977  0.007
50643.37999999989  16.034  0.008
50644.35000000009  16.111  0.008
50645.47999999998  16.165  0.009
50646.47999999998  16.233  0.007
50647.47999999998  16.253  0.014
50652.419999999925  16.32  0.013
50653.439999999944  16.346  0.015
50665.49000000022  16.683  0.012
50673.49000000022  17.109  0.011
50680.49000000022  17.481  0.03
50682.470000000205  17.522  0.021
50685.470000000205  17.599  0.027
50687.5  17.704  0.017
50693.29000000004  17.878  0.014
50783.24000000022  20.451  0.096
50810.12000000011  20.725  0.166
