#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|PS|PS_g                4814.030697418607    All      -1.103484508793554         1.2640180267507795         0.0004602580239031738      0.7711940035484066        
Zeropoint     AB|PS|PS_z                8509.879581260764    All      0.3742601481273957         -0.09706327195093678       0.0662336187766893         -0.15056984179346128      
Zeropoint     AB|PS|PS_i                7404.763070959173    All      0.5538210781817269         -0.09626590723863515       0.4414379825377172         -0.1920553686686302       
Zeropoint     AB|PS|PS_r                6113.492180834272    All      1.1747884390213201         -0.07140522165656193       -0.5033926430819063        -0.428390375498405        
Check         All|All|All               All                  All      0.9993851565368889         0.9992836259046456         0.004739216256403389       0.00017841758791009577    
Lambda        AB|PS|PS_g                4814.030697418607    All      -0.00027827943114099664    -2.8088111025284065e-05    -0.001726995211085679      4.427679542988449e-06     
Lambda        AB|PS|PS_z                8509.879581260764    All      0.0005263599914102187      -0.0001375379626485638     7.837012500677809e-05      -0.0002127561064927863    
Lambda        AB|PS|PS_i                7404.763070959173    All      -0.0001070434238410386     -1.3621442774681481e-05    -0.0004751859537603308     9.225246059020128e-06     
Lambda        AB|PS|PS_r                6113.492180834272    All      -0.000199571327996978      -1.867563280487476e-05     -0.00046773798559153186    3.8050681161584165e-05    
MWEBV         All|All|All               All                  All      -0.693670431794966         -4.085805960352928         0.08112103826867435        -1.1013100802329492       
Redshift      All|All|All               All                  All      4.190766671735914          1.9681003928169183         9.575985074870365          -0.29666329760969223      
