#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|PS|PS_z                5718.632358512802     All      1.229084963420441          0.02121364395435421        -1.0798540965382353       -0.4416323552742102       
Zeropoint     AB|PS|PS_r                4108.261917808984     All      -0.8885124490683066        0.4018822940555111         -1.2563667124583011       0.36425814446808813       
Zeropoint     AB|PS|PS_i                4975.994936280191     All      1.3844086183523698         0.4164883089677218         1.2473739999670608        -0.2596189157619416       
Zeropoint     AB|PS|PS_g                3235.0248271143446    All      -0.7293974011873365        0.1546052749143101         0.9985884587400129        0.33251117099316885       
Check         All|All|All               All                   All      0.995583731517168          0.9941895218918972         -0.09025835028946272      -0.004481955574894836     
Lambda        AB|PS|PS_z                5718.632358512802     All      -0.0003928567648957041     4.228472295858875e-05      0.0013247946781648986     0.0002008594002484964     
Lambda        AB|PS|PS_r                4108.261917808984     All      -0.00039796062933055034    0.000244292165494155       0.00014082542639310002    0.00021548725675588277    
Lambda        AB|PS|PS_i                4975.994936280191     All      -0.00043601886239344717    -0.00018215811498239565    -0.001373382976976236     2.1403022659709153e-05    
Lambda        AB|PS|PS_g                3235.0248271143446    All      -0.000862762655171988      0.00018783393372252073     0.0014455550264795925     0.0004067223542417632     
MWEBV         All|All|All               All                   All      -0.332510901758984         -2.3133443654858254        -0.08288251954511328      -0.648921292802776        
Redshift      All|All|All               All                   All      7.823837807010124          1.057121853753884          -1.3716135161649046       -2.265350815951411        
