#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|SDSS|SDSS_i            5911.759228210124     All      1.5220549193228674         0.17104353976904463        3.573816964326104         -0.28058581610460803      
Zeropoint     AB|SDSS|SDSS_g            3730.750013737129     All      -1.0776843892680923        0.5101335304090071         1.1728119576206453        0.5695417452348951        
Zeropoint     AB|SDSS|SDSS_r            4874.9749850390945    All      0.4582697743227212         0.30831646137698954        -4.855858082088549        -0.26553937139800093      
Zeropoint     AB|SDSS|SDSS_z            7028.588926057778     All      0.10727409957743726        0.01081005678678082        0.2258932706134864        -0.021340933132445866     
Check         All|All|All               All                   All      1.0099144039549337         1.000303588341822          0.11666411047168701       0.002075624599840259      
Lambda        AB|SDSS|SDSS_i            5911.759228210124     All      -0.00029965437836504795    -3.7312872818465606e-05    -0.0010481772768116222    3.8677921375697095e-05    
Lambda        AB|SDSS|SDSS_g            3730.750013737129     All      -0.0015746412733607133     0.0005066122851790825      -0.0008278573902580647    0.0006409892821089384     
Lambda        AB|SDSS|SDSS_r            4874.9749850390945    All      -8.236265121965998e-05     -7.515586445473479e-05     0.00010428125307945887    7.001080924042692e-06     
Lambda        AB|SDSS|SDSS_z            7028.588926057778     All      -8.973498140102131e-05     -8.135206045688292e-06     -0.0005914567392052328    1.8573357792056217e-07    
MWEBV         All|All|All               All                   All      -0.5431551467705682        -2.958214303433415         0.36037316963049015       -0.7705824209848436       
Redshift      All|All|All               All                   All      7.75305280409047           0.29156206460676515        34.01090268355418         -0.9127026292627954       
