#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint AB|SDSS|SDSS_i 5911.759228210124 All 268.4972689852892 5.756708169923037 1915.5932623638842 -0.09911526759414627
Zeropoint AB|SDSS|SDSS_g 3730.750013737129 All 8.385844755244966 2.3401605543314616 56.201128928921264 0.5387200203090261
Zeropoint AB|SDSS|SDSS_r 4874.9749850390945 All 0.8841510204498401 0.2956505977251158 -1.1077731734582383 -0.24112877768355145
Zeropoint AB|SDSS|SDSS_z 7028.588926057778 All 0.24179010061777745 -0.03877171263390977 2.1268018385718728 0.0035211852223646207
Check All|All|All All All 278.0090548616018 8.353747609345705 1972.813419957919 0.20199716025369302
