#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_g          3648.451818563634     All      -0.6965098071291111        0.3944320800670198         -0.16179765517238714      0.34813537734120975       
Zeropoint     AB|DECam|DECam_r          4849.063507254666     All      0.20034375427195478        0.46055238971796086        0.5077611679665626        0.10741756203824925       
Zeropoint     AB|DECam|DECam_z          6903.393203590612     All      0.7202510976423342         0.046926293171445366       0.73865863857896          -0.1863610980409027       
Zeropoint     AB|DECam|DECam_i          5891.0065016497465    All      0.771076545142277          0.09635847755351534        -1.08454080656032         -0.2681759472597803       
Check         All|All|All               All                   All      0.9951615899274545         0.9982692405099414         8.134481281540928e-05     0.0010158940787760584     
Lambda        AB|DECam|DECam_g          3648.451818563634     All      -0.0012607848305915565     0.000592741073365993       -0.001181891201400504     0.0005510119900213943     
Lambda        AB|DECam|DECam_r          4849.063507254666     All      -0.00011178063912867094    -5.3585889816282346e-05    -0.0010239399292966344    -2.67377918570848e-05     
Lambda        AB|DECam|DECam_z          6903.393203590612     All      -0.0005387395813315629     -3.7292239134472486e-05    -0.0006464178505805307    0.00013449123669953019    
Lambda        AB|DECam|DECam_i          5891.0065016497465    All      -8.375309809297792e-05     6.267048457508292e-06      0.00040365636009341793    4.7335852730711556e-05    
MWEBV         All|All|All               All                   All      -0.4691448820989903        -2.768543840505444         0.08967581278474127       -0.7449880690732719       
Redshift      All|All|All               All                   All      6.784220724421609          -0.26030790040891816       6.959871362297873         -1.9840476378487684       
