#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|SDSS|SDSS_r            4891.524707675354     All      0.6915995541963296         0.37311282172560745        -1.6172475131293884       -0.17591193542978775       
Zeropoint     AB|SDSS|SDSS_g            3743.4152844599644    All      -1.0689575995558669        0.4891694883745856         0.6803143140920342        0.5378925566648408         
Zeropoint     AB|SDSS|SDSS_z            7052.449806904863     All      0.27605473338372444        -0.024069901490797463      1.3825205520993837        -0.03606492483286851       
Zeropoint     AB|SDSS|SDSS_i            5931.8286595035115    All      1.1017172330556437         0.15217282838762003        -0.29582170721436096      -0.32249901581641405       
Check         All|All|All               All                   All      1.0004139210798308         0.9903852369970156         0.1497656458476686        0.003416680585770493       
Lambda        AB|SDSS|SDSS_r            4891.524707675354     All      -0.00026641433346603243    -5.2711156836637255e-05    -0.0019479511328619865    -1.7317957189803585e-05    
Lambda        AB|SDSS|SDSS_g            3743.4152844599644    All      -0.0017372323845379367     0.0007079549108327415      -0.00372786689557371      0.0006301203682987231      
Lambda        AB|SDSS|SDSS_z            7052.449806904863     All      -4.451760918328825e-05     -5.966031363490944e-06     -3.688888988919981e-05    1.0911335473933856e-05     
Lambda        AB|SDSS|SDSS_i            5931.8286595035115    All      -6.679876987366884e-05     -1.486046503310547e-05     -3.606038177889158e-05    1.5308805386597792e-05     
MWEBV         All|All|All               All                   All      -0.5828449758833045        -2.9860438882952423        0.03737810544709452       -0.7811329354937089        
Redshift      All|All|All               All                   All      3.507000889880789          -0.7430995162346576        5.83794704965428          -1.1238767623168764        
