#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7361.196267730959     All      2.0353068111068593         -1.4820062295935799        3.7816358980003932        -0.9769475318157608       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5235.264231214186     All      -0.7798270664708418        1.6587762208100543         -1.5799037750432905       0.7238294690879366        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4228.888686240054     All      -0.18839985247913021       -0.1477189331833273        1.6678212892574018        0.08767831789057556       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6046.2049998535895    All      -0.040417257090981595      0.9371368064098107         -3.782517527559458        0.14962513427529203       
Check         All|All|All                                All                   All      1.026662635065906          0.9661878644429578         0.08703588465504719       -0.015814610561956627     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7361.196267730959     All      -2.839733185981035e-06     -0.0002786169890420528     4.706212956837116e-06     -8.961970836514173e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5235.264231214186     All      -0.0012593987752629217     0.001972099066224769       -0.004163981958511876     0.0008667857697627243     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4228.888686240054     All      -0.00013728172700324995    -0.00014753924430467499    0.0014818676679316117     6.278773720039277e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6046.2049998535895    All      -0.00013805963611940783    -4.187590327697728e-05     -0.0008178403087528004    -5.166250637362576e-06    
MWEBV         All|All|All                                All                   All      -0.5713096298011573        -4.156758565788898         0.6266392364500191        -1.1399346451446544       
Redshift      All|All|All                                All                   All      17.63359717060211          -10.026773802657818        37.61781760557926         -7.3311823978161454       
