#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4761.113371276298    All      -2.3828110334391877       1.3805966448753537        -0.5650806187393534        1.2006487405691368         
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5701.437969672631    All      3.3794933192434233        -0.37759376893298224      0.5640393365870019         -1.1986363840599306        
Check         All|All|All                            All                  All      0.9966822858042359        1.0030028759423715        -0.0010412821523515525     0.002012356509206281       
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4761.113371276298    All      -0.0004311051794797884    -9.482152619229632e-05    -0.0025128964968618357     -2.6003800594721217e-06    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5701.437969672631    All      -0.0009193378539797278    0.0001595228017100004     -0.00013510056490701367    0.0003453914913021066      
MWEBV         All|All|All                            All                  All      -0.30609526796818765      -2.6529230284106475       -0.021752237282710397      -0.7654097123616258        
Redshift      All|All|All                            All                  All      5.4255861121854085        1.1860819527608868        5.349382078693159          -1.1422276269197262        
