#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     VEGAHST|ACSWF|F775W       3995.2248001650137    All      -1.4836746761716686       0.19851645401676166        -0.4434375275972006       0.5281564133249557         
Zeropoint     VEGAHST|ACSWF|F606W       3119.235012316139     All      -0.6174773163460497       0.06303156685643074        0.018238948295037576      0.22247805183026081        
Zeropoint     VEGAHST|ACSWF|F850LP      4692.659806169762     All      3.0705519715312684        0.74149441277509           0.4341322417817402        -0.7392773425511662        
Check         All|All|All               All                   All      0.9693999790135501        1.0030424336482824         0.008933662479577165      0.011357122604050307       
Lambda        VEGAHST|ACSWF|F775W       3995.2248001650137    All      -0.001668972363051391     0.00021711897538464716     -0.0005341989481692069    0.0005905231539208003      
Lambda        VEGAHST|ACSWF|F606W       3119.235012316139     All      -0.0020272164481501946    0.00020705059545512324     4.486271438870954e-05     0.0007297762982008375      
Lambda        VEGAHST|ACSWF|F850LP      4692.659806169762     All      0.00036349142588988723    -0.00022160653976518926    -0.004025188675900717     -0.00037021134014771166    
MWEBV         All|All|All               All                   All      -0.177220277872139        -1.5632660531263554        0.010362113473800855      -0.4510182950189921        
Redshift      All|All|All               All                   All      2.8725648278867486        0.4691019791087214         2.8327634213792057        -0.6564737003417186        
